ANTECO_SP,Negros_shrimp_farm,NSF_ANTECO_PR
0.051144619,0.25895691,0.047840609
0.004338563,0.070318676,0.004058286
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.041196912,0.052503218,0.038535538
0.166014429,0.241983416,0.155289678
0.289297548,0.454772148,0.270608546
0.42321928,0.681301759,0.395878757
0.379205209,0.820351131,0.354708053
0.454438446,0.408783782,0.425081124
0.443325408,0.389145714,0.414686003
0.381285774,0.377430509,0.356654211
0.35233823,0.204988059,0.329576716
0.227774575,0.169739732,0.213060037
0.114781149,0.099038151,0.107366136
0.003288226,0.012681308,0.003075802
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.083717693,0.054891507,0.07830942
0.297690568,0.223280221,0.278459366
0.505877196,0.424072428,0.473196863
0.661491542,0.580982454,0.618758318
0.760343354,0.676931889,0.711224172
0.799276811,0.723463965,0.747642477
0.797213917,0.71525378,0.745712848
0.737784618,0.644405471,0.69012276
0.626388997,0.535457317,0.585923443
0.456913936,0.391311905,0.427396694
0.244859075,0.210266088,0.229040857
0.028126245,0.057285642,0.026309253
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.051125632,0.075903768,0.047822849
0.117782894,0.311547687,0.110173964
0.431153372,0.550904305,0.403300297
0.135847217,0.683113516,0.127071308
0.307868923,0.775692943,0.287980185
0.309047619,0.3514315,0.289082736
0.770184081,0.33393865,0.720429175
0.733657471,0.261984334,0.686262232
0.501055957,0.226890285,0.468687083
0.428917687,0.20991147,0.40120904
0.088030611,0.151993273,0.082343718
0.008097449,0.049094384,0.007574343
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.071715707,0.057548846,0.067082778
0.258095645,0.239305314,0.241422327
0.421794617,0.41790391,0.394546129
0.553402384,0.570933247,0.517651861
0.63695807,0.67130446,0.59580974
0.683539563,0.691999276,0.639382007
0.698560083,0.649492336,0.653432182
0.653397933,0.621399229,0.611187566
0.5575475,0.516814129,0.521529197
0.413356866,0.381810079,0.386653468
0.236872489,0.228765772,0.221570215
0.033081009,0.066322666,0.030943932
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.031104736,0.003909947,0.029095329
0.066573595,0.071121056,0.062272853
0.095145776,0.397467578,0.088999234
0.252533304,0.437619838,0.23621932
0.332719801,0.598181165,0.311225664
0.509572721,0.459325002,0.476653652
0.67320446,0.432702849,0.629714565
0.67269711,0.171267627,0.629239991
0.657637233,0.33543818,0.615153002
0.444428593,0.377103077,0.415717921
0.237493839,0.103477807,0.222151424
0.037129208,0.043668997,0.034730612
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.000322548,0,0.000301711
0.056118497,0.023165732,0.052493168
0.266167079,0.130289026,0.248972335
0.540859065,0.11083507,0.505918857
0.53910299,0.516060694,0.504276227
0.549871724,0.533069867,0.514349286
0.433313682,0.407187779,0.405321048
0.146419736,0.586984766,0.136960829
0.055949775,0.332408711,0.052335346
0.046122477,0.363646111,0.043142904
0.032339238,0.258545902,0.03025008
0.016680382,0.159847452,0.015602808
0.002807597,0.077133382,0.002626222
0,0.000111019,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.039623135,0.064382873,0.037063428
0.127816795,0.254259738,0.119559662
0.244347247,0.461391836,0.228562093
0.321583067,0.6109581,0.300808378
0.356840868,0.725651653,0.333788478
0.375497172,0.775283456,0.35123956
0.372801419,0.785547105,0.348717956
0.33552844,0.722906623,0.313852861
0.271638438,0.605364226,0.254090237
0.202525093,0.43669207,0.189441706
0.093135769,0.247852186,0.087119076
0.003224551,0.064946796,0.003016241
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.087363961,0.051992408,0.081720134
0.288632988,0.173052093,0.269986917
0.483127266,0.327547037,0.451916609
0.632975213,0.449572293,0.592084181
0.732846069,0.58723696,0.685503248
0.780096574,0.675485578,0.729701308
0.778725056,0.728057978,0.728418392
0.718486472,0.683493641,0.6720713
0.600876816,0.571548002,0.562059382
0.433688278,0.461865027,0.405671444
0.227095222,0.281370182,0.212424571
0.024815579,0.078423711,0.02321246
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.062439967,0.075538376,0.058406263
0.172778972,0.248272186,0.161617223
0.273085467,0.363980884,0.255443786
0.316276898,0.253766283,0.295844994
0.501679207,0.436743714,0.469270069
0.69398454,0.645924662,0.649152224
0.493065978,0.668343675,0.461213267
0.427543075,0.755292788,0.39992323
0.370077357,0.483111681,0.346169872
0.507218477,0.301340663,0.474451495
0.242406684,0.155808265,0.226746893
0.029868504,0.057239686,0.027938959
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.060029938,0.025349886,0.056151925
0.171350143,0.1926883,0.160280698
0.261116105,0.432930662,0.244247661
0.337084066,0.33749243,0.315307992
0.40303851,0.200803008,0.377001691
0.429217261,0.246019038,0.40148926
0.371554812,0.463079331,0.347551882
0.353283011,0.221883456,0.330460463
0.264815267,0.248930248,0.247707852
0.146329284,0.097731044,0.136876219
0.091095131,0.044400149,0.085210265
0.003232986,0.009064333,0.00302413
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.000485429,0,0.000454069
0.098497845,0.051730488,0.092134754
0.31072612,0.193631745,0.290652803
0.549474898,0.363869468,0.513978096
0.713029879,0.484197791,0.666967209
0.799390919,0.522943325,0.747749213
0.776002432,0.675429476,0.725871653
0.799384839,0.726865695,0.747743526
0.799394936,0.710531311,0.747752971
0.502461295,0.593636175,0.470001633
0.414793173,0.449323508,0.387996988
0.212015545,0.241613987,0.198319061
0.028071632,0.059038492,0.026258168
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.101991557,0.069980181,0.095402768
0.329246385,0.265060178,0.307976635
0.543852463,0.461236378,0.508718878
0.702819252,0.612372429,0.657416202
0.798880312,0.717461129,0.747271592
0.799395533,0.764039606,0.747753529
0.799396565,0.753280745,0.747754494
0.760360509,0.71163918,0.711240218
0.640989458,0.610819682,0.599580695
0.453508648,0.45464107,0.424211392
0.237062651,0.259784561,0.221748091
0.023293814,0.067066218,0.021789003
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
4.96549E-09,0,4.64471E-09
0.088080113,0.068209688,0.082390022
0.276540861,0.257618501,0.258675957
0.455850976,0.461503514,0.426402403
0.577557597,0.613364687,0.540246615
0.68343539,0.715825803,0.639284563
0.729662237,0.766280249,0.682525096
0.693872115,0.792956144,0.649047062
0.675942827,0.730406629,0.63227603
0.539164712,0.614293766,0.504333962
0.372160201,0.446682029,0.348118162
0.19725231,0.24994264,0.184509551
0.02269605,0.066031176,0.021229855
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.000145107,0,0.000135733
0.069389976,0.074070855,0.064907292
0.241929842,0.274858239,0.226300855
0.359149377,0.484325199,0.335947854
0.453868749,0.654485874,0.42454823
0.457770504,0.77073165,0.428197926
0.483754913,0.820202751,0.452503708
0.346288515,0.820191741,0.323917821
0.348502513,0.763291939,0.325988792
0.31701754,0.643650725,0.296537789
0.162673224,0.481699449,0.15216432
0.121790763,0.265739423,0.113922919
0.003201172,0.0669111,0.002994372
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
7.06113E-07,0,6.60497E-07
0.088941715,0.034243983,0.083195963
0.288087421,0.100122505,0.269476594
0.476001346,0.256712308,0.445251032
0.619692148,0.316047586,0.579659219
0.713173192,0.118141082,0.667101264
0.747422155,0.168115312,0.699137699
0.749275617,0.297232687,0.700871426
0.688682008,0.270028024,0.644192243
0.5874905,0.373573415,0.54953784
0.423493909,0.318270927,0.396135645
0.223745318,0.244763025,0.209291076
0.028394847,0.07487077,0.026560503
0,0.000519258,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.46228E-05,0,2.30321E-05
0.099729897,0.032442319,0.093287214
0.313261297,0.158722674,0.293024204
0.520675689,0.16347723,0.487039354
0.666702115,0.363280666,0.62363228
0.769539932,0.355028011,0.719826639
0.798554383,0.510477044,0.746966718
0.798156363,0.179294304,0.746594411
0.733891223,0.220053611,0.686480884
0.604203038,0.362953234,0.565170726
0.444603229,0.391334712,0.415881275
0.229732048,0.251967765,0.214891055
0.026322439,0.06714649,0.024621974
0,0.000102559,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.089447043,0.073874239,0.083668647
0.254014885,0.280509263,0.237605189
0.435101513,0.492089458,0.406993383
0.57714568,0.469626927,0.539861309
0.684891918,0.513245669,0.640646998
0.742906922,0.630573885,0.694914157
0.740768354,0.661475201,0.692913743
0.662578279,0.524341924,0.61977485
0.544136973,0.413306751,0.508985008
0.388121458,0.279129015,0.363048301
0.200369303,0.233751445,0.187425182
0.02077222,0.045524901,0.019430307
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5.73553E-05,0,5.36501E-05
0.098951432,0.075518871,0.092559039
0.30565753,0.258405072,0.285911651
0.509782425,0.45452074,0.476849809
0.664519141,0.610094035,0.621590329
0.761982987,0.715866175,0.712757883
0.799400636,0.77087636,0.747758302
0.796178316,0.772736091,0.744744149
0.742096932,0.721513266,0.694156493
0.617495983,0.609997038,0.577604929
0.435892857,0.44366593,0.407733605
0.225163236,0.246275767,0.210617394
0.023080729,0.06317355,0.021589683
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.056207342,0.06932453,0.052576274
0.198276646,0.24356424,0.185467713
0.347788961,0.427382928,0.325321336
0.454318041,0.593021945,0.424968497
0.461879791,0.699502953,0.432041748
0.635733937,0.760161802,0.594664687
0.634491618,0.761531565,0.593502624
0.672980045,0.716237387,0.629504648
0.508563177,0.603965626,0.475709326
0.260913893,0.467301869,0.244058512
0.161320394,0.273128537,0.150898885
0.003236029,0.071406123,0.003026977
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
6.41718E-05,0,6.00262E-05
0.084184004,0.075826799,0.078745607
0.240995511,0.259248164,0.225426883
0.382131756,0.449862499,0.357445541
0.521479328,0.612054172,0.487791077
0.611590179,0.708344409,0.572080648
0.668897846,0.76508351,0.625686164
0.701849608,0.753521404,0.656509199
0.688409984,0.694458819,0.643937793
0.571514505,0.601448933,0.534593915
0.422633813,0.441126954,0.395331112
0.22368232,0.247450118,0.209232147
0.030189391,0.063969532,0.028239117
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.082553457,0.074226287,0.077220395
0.277103066,0.257204112,0.259201843
0.384392195,0.451761292,0.359559953
0.471137005,0.581796447,0.440700934
0.616323529,0.690488474,0.576508218
0.665063242,0.744660286,0.622099281
0.606268973,0.736394785,0.567103199
0.590131588,0.683564686,0.55200831
0.543747367,0.576629886,0.508620571
0.30755757,0.42833062,0.287688946
0.180675146,0.236380445,0.169003294
0.025221635,0.062367815,0.023592284
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.000325831,0,0.000304781
0.100537791,0.08305592,0.094042917
0.309565636,0.284300032,0.289567289
0.51680048,0.488153717,0.483414488
0.687603196,0.672037708,0.643183124
0.770785128,0.766325865,0.720991394
0.799329523,0.819892883,0.747691783
0.784583686,0.818916092,0.733898547
0.719660771,0.763909315,0.673169738
0.603693842,0.63986284,0.564694425
0.420223682,0.468126348,0.393076679
0.2188903,0.251172831,0.204749699
0.025567963,0.064408643,0.023916239
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.000282141,0,0.000263914
0.098950794,0.084712743,0.092558443
0.301652525,0.279530112,0.282165375
0.494059942,0.487140224,0.462143019
0.64076564,0.641997835,0.599371335
0.739071125,0.747220234,0.691326157
0.784215035,0.800792496,0.733553711
0.774420776,0.808397627,0.724392174
0.712542885,0.752205645,0.666511677
0.59556435,0.650316028,0.557090108
0.422057738,0.462698157,0.394792252
0.218589424,0.259345974,0.204468259
0.028128208,0.06817933,0.026311089
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.000151951,0,0.000142134
0.105267158,0.075363754,0.098466761
0.339059942,0.240573858,0.317156223
0.523478872,0.406234582,0.489661448
0.657205882,0.541015538,0.614749517
0.714664137,0.648962257,0.668495893
0.426496347,0.656322535,0.398944121
0.347297109,0.679568387,0.324861258
0.357602681,0.600093327,0.334501076
0.329885105,0.499483554,0.308574093
0.240511856,0.379850467,0.224974473
0.143961645,0.225361132,0.134661533
0.025697802,0.059359816,0.02403769
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.056178272,0.069870023,0.052549082
0.212770029,0.221884269,0.199024805
0.343294845,0.363486721,0.321117546
0.399291496,0.488655221,0.373496739
0.515107648,0.51122812,0.481831015
0.497819523,0.561414906,0.465659726
0.499636071,0.621278375,0.467358923
0.359274993,0.594968712,0.336065355
0.347014554,0.503295557,0.324596957
0.325424999,0.363349613,0.304402116
0.122282058,0.210381856,0.114382476
0.00301591,0.058956359,0.002821078
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.000888043,0,0.000830674
0.100696528,0.084083413,0.094191399
0.236566076,0.276962562,0.221283596
0.321941676,0.473158685,0.30114382
0.356185591,0.634487342,0.333175532
0.397783966,0.74192181,0.372086598
0.461349695,0.77874286,0.431545897
0.494538141,0.776379528,0.462590326
0.504614575,0.722279285,0.472015808
0.617056055,0.621182164,0.577193421
0.458886012,0.453108509,0.429241371
0.225273449,0.251769235,0.210720487
0.030061658,0.066883207,0.028119635
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.000561802,5.99972E-08,0.000525509
0.102846917,0.083844274,0.096202871
0.307738774,0.276060485,0.287858444
0.503966571,0.47244169,0.471409667
0.652310762,0.62063557,0.610170627
0.744741819,0.718460728,0.696630517
0.783953326,0.767911643,0.733308908
0.781498002,0.765159535,0.731012202
0.710468808,0.711741945,0.664571587
0.586488448,0.608242955,0.548600522
0.416580869,0.439333024,0.389669196
0.213201461,0.246433348,0.199428366
0.025905036,0.06308578,0.024231536
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.000575975,0,0.000538766
0.105117663,0.086737422,0.098326924
0.308869292,0.277778127,0.288915929
0.50697213,0.473157375,0.474221063
0.649389236,0.636033011,0.607437836
0.756017198,0.729817566,0.707177491
0.780830131,0.761938168,0.730387476
0.766975767,0.772449555,0.717428122
0.702872343,0.710110027,0.657465864
0.594379845,0.605630838,0.555982124
0.414325804,0.447972096,0.387559811
0.209022797,0.249677706,0.195519649
0.023164426,0.06602955,0.021667974
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.000597599,9.16825E-05,0.000558993
0.104560228,0.089430834,0.0978055
0.304386495,0.28912579,0.284722726
0.497889008,0.483776245,0.465724723
0.644266497,0.64693029,0.602646033
0.735080342,0.756266172,0.687593184
0.775856893,0.807639735,0.725735516
0.763029173,0.800973908,0.713736483
0.694382234,0.74034206,0.649524227
0.58874943,0.62566712,0.550715441
0.409846373,0.456288455,0.383369757
0.211917424,0.253392082,0.198227279
0.02725832,0.065674592,0.025497397
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.000310646,9.23883E-05,0.000290578
0.095811178,0.084675701,0.08962165
0.272016725,0.270662965,0.254444087
0.441339435,0.459424621,0.412828326
0.577793141,0.595188398,0.540466943
0.666521996,0.709474037,0.623463798
0.726669761,0.742750221,0.679725937
0.733808872,0.727715341,0.686403853
0.661354363,0.681543205,0.618630001
0.541595444,0.616473851,0.506607665
0.364509967,0.441231554,0.340962143
0.182875084,0.24675441,0.171061113
0.017892327,0.062579584,0.016736459
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5.80797E-07,0.000143226,5.43277E-07
0.095256505,0.078899655,0.089102809
0.276621338,0.279769198,0.258751236
0.438923957,0.414685951,0.410568892
0.605294118,0.419218095,0.566191321
0.706298124,0.175982152,0.660670335
0.456319838,0.574473395,0.426840976
0.430901299,0.667962763,0.403064507
0.397042348,0.334240654,0.371392889
0.393008192,0.068330541,0.367619345
0.306659664,0.032621214,0.286849046
0.168328706,0.018179666,0.157454449
0.032641084,0.004894498,0.030532427
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.000915692,0,0.000856537
0.078239596,0.063400969,0.073185215
0.200162869,0.192687985,0.187232084
0.305064491,0.317023854,0.285356923
0.354465127,0.400995929,0.331566213
0.427432496,0.485737955,0.399819794
0.451165152,0.508729254,0.422019289
0.445064735,0.503081114,0.416312967
0.413845026,0.427771705,0.387110093
0.339243019,0.381711771,0.317327473
0.241333816,0.282872333,0.225743334
0.117598555,0.162033829,0.110001533
0.003279991,0.05042637,0.003068099
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.000369112,0.000163467,0.000345267
0.081420476,0.085090299,0.076160606
0.194995128,0.266285755,0.182398186
0.30694021,0.44385442,0.287111468
0.417870497,0.586292938,0.390875513
0.465184027,0.681415273,0.435132526
0.465490576,0.715955046,0.435419272
0.480067531,0.713035682,0.449054536
0.406533206,0.665328887,0.380270626
0.333541626,0.560665665,0.311994398
0.233306245,0.412695666,0.218234354
0.109071525,0.231454124,0.102025361
0.00333154,0.060197901,0.003116318
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.000845372,0.000248288,0.00079076
0.099030662,0.089301618,0.092633151
0.284858913,0.278952322,0.266456652
0.445237851,0.462396678,0.416474899
0.573312488,0.607045429,0.536275746
0.639966289,0.698425232,0.598623624
0.680436454,0.744828852,0.636479363
0.671508479,0.745426042,0.628128147
0.626217782,0.688518376,0.585763288
0.546084131,0.567920556,0.510806377
0.394735386,0.424362897,0.369234961
0.210963998,0.240102844,0.197335446
0.030651817,0.062093416,0.028671669
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.003994162,0.000311386,0.003736134
0.107626369,0.090713351,0.100673564
0.15746918,0.283908109,0.147296463
0.234883857,0.474051063,0.21971005
0.382753159,0.62332948,0.358026801
0.740556858,0.709222368,0.69271591
0.637594294,0.760334563,0.596404862
0.47555219,0.760779703,0.444830892
0.159390322,0.711601691,0.149093497
0.247179255,0.605921568,0.23121115
0.403098387,0.441096544,0.3770577
0.24621333,0.245250293,0.230307625
0.032194435,0.063836226,0.030114632
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.19426E-06,0.000247795,2.0525E-06
0.073980278,0.084143551,0.069201055
0.190468862,0.252022661,0.178164323
0.299032202,0.417562583,0.279714328
0.392563785,0.550414861,0.367203648
0.506617376,0.644445843,0.473889226
0.543966897,0.692282929,0.508825919
0.564779547,0.685216789,0.528294045
0.557388661,0.632988599,0.521380619
0.481491488,0.534801404,0.450386504
0.347008908,0.391712216,0.324591676
0.174327487,0.218640068,0.163065702
0.021699277,0.058717902,0.020297475
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
8.53767E-05,0,7.98612E-05
0.027938611,0.031175138,0.02613374
0.089198729,0.090013134,0.083436374
0.118671259,0.12119868,0.11100494
0.150055873,0.153270206,0.140362066
0.191577272,0.218373509,0.179201128
0.200817781,0.289791403,0.187844688
0.151846242,0.201509308,0.142036775
0.152035684,0.27049938,0.142213979
0.121971194,0.16465111,0.114091694
0.07262867,0.103470886,0.067936762
0.044713048,0.063524209,0.041824526
0.00439895,0.02268302,0.004114772
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.000245541,0,0.000229679
0.046453631,0.044969053,0.043452665
0.112670035,0.135971378,0.105391402
0.136682043,0.252988022,0.127852203
0.174212538,0.288430292,0.162958178
0.20799515,0.360951677,0.194558389
0.262300583,0.409635263,0.24535562
0.23272067,0.407329343,0.217686608
0.217457318,0.336217044,0.203409289
0.175198616,0.306938732,0.163880555
0.121767827,0.210501687,0.113901465
0.067184087,0.131717984,0.062843906
0.003325891,0.046503239,0.003111034
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
8.53373E-05,0.000386191,7.98244E-05
0.009468271,0.089047379,0.008856609
0.024318732,0.271436586,0.02274771
0.039713947,0.45337617,0.037148374
0.052080992,0.597580829,0.048716492
0.060425569,0.694071353,0.056521998
0.065184265,0.733920037,0.060973275
0.063388114,0.730521716,0.059293158
0.056663637,0.675517298,0.053003091
0.046885368,0.570867184,0.043856512
0.032739639,0.418842951,0.030624615
0.017021937,0.233739176,0.015922297
0.003193971,0.061670166,0.002987636
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.001322163,0.001213296,0.00123675
0.109249499,0.105618176,0.102191838
0.305741618,0.215999691,0.285990307
0.50145338,0.252920255,0.469058831
0.641550605,0.346285912,0.600105591
0.721189933,0.374053422,0.674600114
0.749674288,0.423529504,0.701244342
0.734653388,0.28976676,0.687193812
0.668950883,0.373774489,0.625735775
0.550864113,0.322337745,0.515277566
0.389807369,0.304982003,0.364625299
0.199786455,0.203552076,0.186879987
0.024131977,0.073011564,0.022573019
0,0.000502676,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5.02501E-05,0.000994915,4.70038E-05
0.050972154,0.107499849,0.047679286
0.120536705,0.329874978,0.112749875
0.196855661,0.528342155,0.184138526
0.244399252,0.658929147,0.228610738
0.309150544,0.734260315,0.289179012
0.330236331,0.385919104,0.308902629
0.337403942,0.280319463,0.315607203
0.332714318,0.293715084,0.311220535
0.254977227,0.2625988,0.238505363
0.183885306,0.142404779,0.172006073
0.08997965,0.057178945,0.084166846
0.010095529,0.007128878,0.009443345
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.003055411,0.000552473,0.002858027
0.123477339,0.092888927,0.11550054
0.301150495,0.287567276,0.281695776
0.549571363,0.477412683,0.51406833
0.72820294,0.625627535,0.681160071
0.501350021,0.73380731,0.468962149
0.258298455,0.778371385,0.241612035
0.227601418,0.775316225,0.212898067
0.278656195,0.708207564,0.260654638
0.073162898,0.610833052,0.068436478
0.100832519,0.448156129,0.094318606
0.0904999,0.250267556,0.084653487
0.017332174,0.067041392,0.016212492
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.001633719,0.000648932,0.001528179
0.105250432,0.095245024,0.098451115
0.29070826,0.288290301,0.271928124
0.465213721,0.475063245,0.435160302
0.59053205,0.628765798,0.552382902
0.674359488,0.74420597,0.630794977
0.707184711,0.795811804,0.661499647
0.686001943,0.800789088,0.641685314
0.644660446,0.738499107,0.603014532
0.537309079,0.625050268,0.502598205
0.381050637,0.459143853,0.356434264
0.200055086,0.258700312,0.187131264
0.033727299,0.068690769,0.031548471
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.001501811,0.004580994,0.001404792
0.089525791,0.075316015,0.083742307
0.097875396,0.193392345,0.091552517
0.218504861,0.105343987,0.204389159
0.292845634,0.17926738,0.273927421
0.396518142,0.162075433,0.370902548
0.418705975,0.313568382,0.391657017
0.473067064,0.419827082,0.442506309
0.377469193,0.480580045,0.353084186
0.303240044,0.640041368,0.283650338
0.225736407,0.286957502,0.211153538
0.051874467,0.119631226,0.048523308
0.003410948,0.0372761,0.003190596
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.005270493,0,0.004930012
0.109514276,0.05551486,0.102439509
0.254638677,0.182585246,0.238188683
0.193562214,0.24943377,0.18105784
0.180390773,0.406618115,0.168737291
0.797563405,0.424839757,0.746039759
0.410444298,0.51293082,0.383929056
0.350089218,0.680244224,0.327472993
0.053769855,0.659880772,0.050296251
0.043806304,0.506048976,0.040976359
0.156748271,0.410450567,0.146622126
0.229497644,0.271745405,0.214671794
0.032557872,0.074057092,0.03045459
0,0.000633437,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.000107217,0.000778107,0.000100291
0.023894119,0.067630062,0.022350527
0.105190073,0.144938144,0.098394656
0.128337988,0.30898905,0.120047185
0.076251411,0.339441819,0.07132547
0.165894296,0.232774654,0.155177306
0.172701073,0.357917227,0.161544356
0.221365003,0.349143669,0.207064533
0.277508279,0.381517513,0.259580878
0.284457147,0.422050161,0.266080841
0.246378928,0.373263023,0.230462524
0.120693413,0.267789479,0.11289646
0.029609587,0.068822162,0.027696769
0,0.000588201,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.005139721,0.000768061,0.004807688
0.126648943,0.096672041,0.118467254
0.280783337,0.291713527,0.262644363
0.247852719,0.484127271,0.231841107
0.36301438,0.636806369,0.339563173
0.445168502,0.733051516,0.41641003
0.450789362,0.798302805,0.421667776
0.423074393,0.793644564,0.39574323
0.322317194,0.743488975,0.301495079
0.27127964,0.624975292,0.253754618
0.198725789,0.45118586,0.185887841
0.064284364,0.250721871,0.060131509
